CDF=0.1, threshold=1.58521e-05
CDF=0.3, threshold=7.13803e-05
CDF=0.5, threshold=0.000231425
CDF=0.6, threshold=0.000382352
CDF=0.8, threshold=0.00143842
CDF=0.9, threshold=0.00536193
CDF=0.95, threshold=0.01582
CDF=0.99, threshold=0.0924131
CDF=0.999, threshold=0.26661
CDF=0.9999, threshold=0.26661
CDF=0.999999, threshold=0.26661
CDF=0.99999999, threshold=0.26661
CDF=1, threshold=0.616334
