CDF=0.1, threshold=7.67551e-05
CDF=0.3, threshold=0.000141538
CDF=0.5, threshold=0.000286527
CDF=0.6, threshold=0.000453406
CDF=0.8, threshold=0.00119192
CDF=0.9, threshold=0.00388151
CDF=0.95, threshold=0.00855495
CDF=0.99, threshold=0.10766
CDF=0.999, threshold=1.19796
CDF=0.9999, threshold=1.19796
CDF=0.999999, threshold=1.19796
CDF=0.99999999, threshold=1.19796
CDF=1, threshold=17.235
