CDF=0.1, threshold=0.00360418
CDF=0.3, threshold=0.00416402
CDF=0.5, threshold=0.00467457
CDF=0.6, threshold=0.00490798
CDF=0.8, threshold=0.00559899
CDF=0.9, threshold=0.00762958
CDF=0.95, threshold=0.0182754
CDF=0.99, threshold=0.13955
CDF=0.999, threshold=0.401338
CDF=0.9999, threshold=0.401338
CDF=0.999999, threshold=0.401338
CDF=0.99999999, threshold=0.401338
CDF=1, threshold=0.597706
