CDF=0.1, threshold=0.00826627
CDF=0.3, threshold=0.00866968
CDF=0.5, threshold=0.00882531
CDF=0.6, threshold=0.00886607
CDF=0.8, threshold=0.00905256
CDF=0.9, threshold=0.00929936
CDF=0.95, threshold=0.0100742
CDF=0.99, threshold=0.013851
CDF=0.999, threshold=0.0171063
CDF=0.9999, threshold=0.019319
CDF=0.999999, threshold=0.019319
CDF=0.99999999, threshold=0.019319
CDF=1, threshold=0.023911
