CDF=0.1, threshold=0.0259828
CDF=0.3, threshold=0.0261354
CDF=0.5, threshold=0.0261585
CDF=0.6, threshold=0.0261632
CDF=0.8, threshold=0.026184
CDF=0.9, threshold=0.0262206
CDF=0.95, threshold=0.0263261
CDF=0.99, threshold=0.0273621
CDF=0.999, threshold=0.0299117
CDF=0.9999, threshold=0.0304084
CDF=0.999999, threshold=0.0304084
CDF=0.99999999, threshold=0.0304084
CDF=1, threshold=0.0343164
