CDF=0.1, threshold=0.0090436
CDF=0.3, threshold=0.011232
CDF=0.5, threshold=0.0118381
CDF=0.6, threshold=0.0122856
CDF=0.8, threshold=0.0129287
CDF=0.9, threshold=0.0136634
CDF=0.95, threshold=0.0143822
CDF=0.99, threshold=0.0352508
CDF=0.999, threshold=0.136555
CDF=0.9999, threshold=0.201567
CDF=0.999999, threshold=0.201567
CDF=0.99999999, threshold=0.201567
CDF=1, threshold=0.205048
