CDF=0.1, threshold=0.0264257
CDF=0.3, threshold=0.0265574
CDF=0.5, threshold=0.0265897
CDF=0.6, threshold=0.0265973
CDF=0.8, threshold=0.0266342
CDF=0.9, threshold=0.0266687
CDF=0.95, threshold=0.0267496
CDF=0.99, threshold=0.0276156
CDF=0.999, threshold=0.0302144
CDF=0.9999, threshold=0.0302144
CDF=0.999999, threshold=0.0302144
CDF=0.99999999, threshold=0.0302144
CDF=1, threshold=0.0310044
