CDF=0.1, threshold=0.0372507
CDF=0.3, threshold=0.0376222
CDF=0.5, threshold=0.0377864
CDF=0.6, threshold=0.0378435
CDF=0.8, threshold=0.0380399
CDF=0.9, threshold=0.0382187
CDF=0.95, threshold=0.0384986
CDF=0.99, threshold=0.0403261
CDF=0.999, threshold=0.0425953
CDF=0.9999, threshold=0.0425953
CDF=0.999999, threshold=0.0425953
CDF=0.99999999, threshold=0.0425953
CDF=1, threshold=0.0434178
