CDF=0.1, threshold=0.00782946
CDF=0.3, threshold=0.00907678
CDF=0.5, threshold=0.0097191
CDF=0.6, threshold=0.00994886
CDF=0.8, threshold=0.0109343
CDF=0.9, threshold=0.0119427
CDF=0.95, threshold=0.0138808
CDF=0.99, threshold=0.0282434
CDF=0.999, threshold=0.0534129
CDF=0.9999, threshold=0.0534129
CDF=0.999999, threshold=0.0534129
CDF=0.99999999, threshold=0.0534129
CDF=1, threshold=0.0850801
