CDF=0.1, threshold=0.0199735
CDF=0.3, threshold=0.0200978
CDF=0.5, threshold=0.0201372
CDF=0.6, threshold=0.0201478
CDF=0.8, threshold=0.0201956
CDF=0.9, threshold=0.0202473
CDF=0.95, threshold=0.020394
CDF=0.99, threshold=0.0212491
CDF=0.999, threshold=0.0238819
CDF=0.9999, threshold=0.0244696
CDF=0.999999, threshold=0.0244696
CDF=0.99999999, threshold=0.0244696
CDF=1, threshold=0.0251642
