CDF=0.1, threshold=0.0132172
CDF=0.3, threshold=0.0142577
CDF=0.5, threshold=0.0147862
CDF=0.6, threshold=0.0149712
CDF=0.8, threshold=0.0156935
CDF=0.9, threshold=0.0163386
CDF=0.95, threshold=0.0174359
CDF=0.99, threshold=0.0323627
CDF=0.999, threshold=0.0965449
CDF=0.9999, threshold=0.0965449
CDF=0.999999, threshold=0.0965449
CDF=0.99999999, threshold=0.0965449
CDF=1, threshold=0.0970424
