CDF=0.1, threshold=0.00899055
CDF=0.3, threshold=0.0110788
CDF=0.5, threshold=0.0113803
CDF=0.6, threshold=0.0115335
CDF=0.8, threshold=0.0117921
CDF=0.9, threshold=0.0120577
CDF=0.95, threshold=0.0141271
CDF=0.99, threshold=0.066666
CDF=0.999, threshold=0.179782
CDF=0.9999, threshold=0.179782
CDF=0.999999, threshold=0.179782
CDF=0.99999999, threshold=0.179782
CDF=1, threshold=0.206814
