CDF=0.1, threshold=0.0245541
CDF=0.3, threshold=0.0250011
CDF=0.5, threshold=0.0250615
CDF=0.6, threshold=0.0250772
CDF=0.8, threshold=0.0250896
CDF=0.9, threshold=0.0250981
CDF=0.95, threshold=0.0251116
CDF=0.99, threshold=0.0251663
CDF=0.999, threshold=0.0253219
CDF=0.9999, threshold=0.0253331
CDF=0.999999, threshold=0.0253331
CDF=0.99999999, threshold=0.0253331
CDF=1, threshold=0.0254325
