CDF=0.1, threshold=0.00432
CDF=0.3, threshold=0.00463887
CDF=0.5, threshold=0.00477198
CDF=0.6, threshold=0.00482607
CDF=0.8, threshold=0.00506133
CDF=0.9, threshold=0.00536297
CDF=0.95, threshold=0.00613593
CDF=0.99, threshold=0.0100066
CDF=0.999, threshold=0.0256073
CDF=0.9999, threshold=0.0278178
CDF=0.999999, threshold=0.0278178
CDF=0.99999999, threshold=0.0278178
CDF=1, threshold=0.617736
