CDF=0.1, threshold=0.0164283
CDF=0.3, threshold=0.0192446
CDF=0.5, threshold=0.0196875
CDF=0.6, threshold=0.0197945
CDF=0.8, threshold=0.0199005
CDF=0.9, threshold=0.0199469
CDF=0.95, threshold=0.0200328
CDF=0.99, threshold=0.134738
CDF=0.999, threshold=0.346589
CDF=0.9999, threshold=0.687125
CDF=0.999999, threshold=0.687125
CDF=0.99999999, threshold=0.687125
CDF=1, threshold=0.944999
