CDF=0.1, threshold=0.0103596
CDF=0.3, threshold=0.0125469
CDF=0.5, threshold=0.013102
CDF=0.6, threshold=0.0134591
CDF=0.8, threshold=0.0139322
CDF=0.9, threshold=0.0145291
CDF=0.95, threshold=0.015328
CDF=0.99, threshold=0.0796077
CDF=0.999, threshold=0.184006
CDF=0.9999, threshold=0.461196
CDF=0.999999, threshold=0.461196
CDF=0.99999999, threshold=0.461196
CDF=1, threshold=0.465786
