CDF=0.1, threshold=0.0247343
CDF=0.3, threshold=0.0251406
CDF=0.5, threshold=0.0251925
CDF=0.6, threshold=0.0252055
CDF=0.8, threshold=0.0252173
CDF=0.9, threshold=0.0252281
CDF=0.95, threshold=0.0252384
CDF=0.99, threshold=0.0253001
CDF=0.999, threshold=0.0253886
CDF=0.9999, threshold=0.0254985
CDF=0.999999, threshold=0.0254985
CDF=0.99999999, threshold=0.0254985
CDF=1, threshold=0.0258381
