CDF=0.1, threshold=0.0023876
CDF=0.3, threshold=0.00340101
CDF=0.5, threshold=0.00370989
CDF=0.6, threshold=0.0038111
CDF=0.8, threshold=0.00420211
CDF=0.9, threshold=0.0047922
CDF=0.95, threshold=0.00590413
CDF=0.99, threshold=0.00811363
CDF=0.999, threshold=0.0116165
CDF=0.9999, threshold=0.0161052
CDF=0.999999, threshold=0.0161052
CDF=0.99999999, threshold=0.0161052
CDF=1, threshold=0.0197721
