CDF=0.1, threshold=0.0249824
CDF=0.3, threshold=0.02502
CDF=0.5, threshold=0.0250375
CDF=0.6, threshold=0.0250432
CDF=0.8, threshold=0.0250678
CDF=0.9, threshold=0.025098
CDF=0.95, threshold=0.0251821
CDF=0.99, threshold=0.0254973
CDF=0.999, threshold=0.0262526
CDF=0.9999, threshold=0.0262526
CDF=0.999999, threshold=0.0262526
CDF=0.99999999, threshold=0.0262526
CDF=1, threshold=0.0264384
