CDF=0.1, threshold=0.0218179
CDF=0.3, threshold=0.0222143
CDF=0.5, threshold=0.0223652
CDF=0.6, threshold=0.0223995
CDF=0.8, threshold=0.0225705
CDF=0.9, threshold=0.0227519
CDF=0.95, threshold=0.0229763
CDF=0.99, threshold=0.0242175
CDF=0.999, threshold=0.0276011
CDF=0.9999, threshold=0.0290311
CDF=0.999999, threshold=0.0290311
CDF=0.99999999, threshold=0.0290311
CDF=1, threshold=0.0304486
