CDF=0.1, threshold=0.00679505
CDF=0.3, threshold=0.00912581
CDF=0.5, threshold=0.0102612
CDF=0.6, threshold=0.0109592
CDF=0.8, threshold=0.0122804
CDF=0.9, threshold=0.014735
CDF=0.95, threshold=0.0182571
CDF=0.99, threshold=0.191396
CDF=0.999, threshold=0.37832
CDF=0.9999, threshold=0.475058
CDF=0.999999, threshold=0.475058
CDF=0.99999999, threshold=0.475058
CDF=1, threshold=1.79857
