CDF=0.1, threshold=0.0211396
CDF=0.3, threshold=0.0216253
CDF=0.5, threshold=0.0217327
CDF=0.6, threshold=0.0217562
CDF=0.8, threshold=0.0218011
CDF=0.9, threshold=0.02185
CDF=0.95, threshold=0.0219021
CDF=0.99, threshold=0.02204
CDF=0.999, threshold=0.0222605
CDF=0.9999, threshold=0.0222884
CDF=0.999999, threshold=0.0222884
CDF=0.99999999, threshold=0.0222884
CDF=1, threshold=0.0227857
