CDF=0.1, threshold=0.0220343
CDF=0.3, threshold=0.0227257
CDF=0.5, threshold=0.0228875
CDF=0.6, threshold=0.0229199
CDF=0.8, threshold=0.0230303
CDF=0.9, threshold=0.0231623
CDF=0.95, threshold=0.0233259
CDF=0.99, threshold=0.0236743
CDF=0.999, threshold=0.0240933
CDF=0.9999, threshold=0.0242224
CDF=0.999999, threshold=0.0242224
CDF=0.99999999, threshold=0.0242224
CDF=1, threshold=0.0247465
