CDF=0.1, threshold=0.0136237
CDF=0.3, threshold=0.0152206
CDF=0.5, threshold=0.0157648
CDF=0.6, threshold=0.0162061
CDF=0.8, threshold=0.0168099
CDF=0.9, threshold=0.0175305
CDF=0.95, threshold=0.0188687
CDF=0.99, threshold=0.0959921
CDF=0.999, threshold=0.356576
CDF=0.9999, threshold=0.356576
CDF=0.999999, threshold=0.356576
CDF=0.99999999, threshold=0.356576
CDF=1, threshold=0.392906
