CDF=0.1, threshold=4.51229e-05
CDF=0.3, threshold=0.000118854
CDF=0.5, threshold=0.000272547
CDF=0.6, threshold=0.000392696
CDF=0.8, threshold=0.00114202
CDF=0.9, threshold=0.00365079
CDF=0.95, threshold=0.00917383
CDF=0.99, threshold=0.0858005
CDF=0.999, threshold=0.230945
CDF=0.9999, threshold=0.230945
CDF=0.999999, threshold=0.230945
CDF=0.99999999, threshold=0.230945
CDF=1, threshold=0.266343
