CDF=0.1, threshold=0.013751
CDF=0.3, threshold=0.0146156
CDF=0.5, threshold=0.0149946
CDF=0.6, threshold=0.015115
CDF=0.8, threshold=0.0154647
CDF=0.9, threshold=0.0161928
CDF=0.95, threshold=0.0203496
CDF=0.99, threshold=0.0838529
CDF=0.999, threshold=0.505361
CDF=0.9999, threshold=2.06862
CDF=0.999999, threshold=2.06862
CDF=0.99999999, threshold=2.06862
CDF=1, threshold=4.33057
