CDF=0.1, threshold=0.0193792
CDF=0.3, threshold=0.0198961
CDF=0.5, threshold=0.0200669
CDF=0.6, threshold=0.0201119
CDF=0.8, threshold=0.0201974
CDF=0.9, threshold=0.0202973
CDF=0.95, threshold=0.0204064
CDF=0.99, threshold=0.0207809
CDF=0.999, threshold=0.0213327
CDF=0.9999, threshold=0.0213327
CDF=0.999999, threshold=0.0213327
CDF=0.99999999, threshold=0.0213327
CDF=1, threshold=0.0214545
