CDF=0.1, threshold=0.0244648
CDF=0.3, threshold=0.0249604
CDF=0.5, threshold=0.0250127
CDF=0.6, threshold=0.0250292
CDF=0.8, threshold=0.0250383
CDF=0.9, threshold=0.0250496
CDF=0.95, threshold=0.0250626
CDF=0.99, threshold=0.0251424
CDF=0.999, threshold=0.0251955
CDF=0.9999, threshold=0.0252084
CDF=0.999999, threshold=0.0252084
CDF=0.99999999, threshold=0.0252084
CDF=1, threshold=0.0252191
