CDF=0.1, threshold=0.0248843
CDF=0.3, threshold=0.0253401
CDF=0.5, threshold=0.0253984
CDF=0.6, threshold=0.0254124
CDF=0.8, threshold=0.0254253
CDF=0.9, threshold=0.0254351
CDF=0.95, threshold=0.0254469
CDF=0.99, threshold=0.0254982
CDF=0.999, threshold=0.0257862
CDF=0.9999, threshold=0.0258018
CDF=0.999999, threshold=0.0258018
CDF=0.99999999, threshold=0.0258018
CDF=1, threshold=0.0259073
